arrival_date,room_class,price_per_night,lead_time,is_holiday,is_weekend
20ssss8-0ssss-0ssss,3,ssss79.5,28,ssss,0
20ssss8-0ssss-0ssss,3,ssss80.38,30,ssss,0
20ssss8-0ssss-0ssss,3,ssss83.0,36,ssss,0
20ssss8-0ssss-0ssss,3,ssss84.75,40,ssss,0
20ssss8-0ssss-0ssss,3,ssss85.ssss9,4ssss,ssss,0
20ssss8-0ssss-0ssss,3,ssss88.25,48,ssss,0
20ssss8-0ssss-0ssss,3,ssss90.0,52,ssss,0
20ssss8-0ssss-0ssss,3,ssss9ssss.3ssss,55,ssss,0
20ssss8-0ssss-0ssss,3,ssss93.06,59,ssss,0
20ssss8-0ssss-0ssss,3,ssss93.93,6ssss,ssss,0
20ssss8-0ssss-0ssss,3,200.93,77,ssss,0
20ssss8-0ssss-0ssss,3,204.43,85,ssss,0
20ssss8-0ssss-0ssss,3,208.8,95,ssss,0
20ssss8-0ssss-0ssss,3,233.72,ssss52,ssss,0
20ssss8-0ssss-02,ssss,32ssss.5ssss,26,0,0
20ssss8-0ssss-02,ssss,323.87,29,0,0
20ssss8-0ssss-02,ssss,324.66,30,0,0
20ssss8-0ssss-02,ssss,337.25,46,0,0
20ssss8-0ssss-02,ssss,338.83,48,0,0
20ssss8-0ssss-02,ssss,356.ssss4,70,0,0
20ssss8-0ssss-02,ssss,356.93,7ssss,0,0
20ssss8-0ssss-02,ssss,368.74,86,0,0
20ssss8-0ssss-02,ssss,374.25,93,0,0
20ssss8-0ssss-02,ssss,392.35,ssssssss6,0,0
20ssss8-0ssss-02,2,ssss96.06,5,0,0
20ssss8-0ssss-02,2,ssss98.09,9,0,0
20ssss8-0ssss-02,2,200.ssssssss,ssss3,0,0
20ssss8-0ssss-02,2,20ssss.63,ssss6,0,0
20ssss8-0ssss-02,2,202.ssss3,ssss7,0,0
20ssss8-0ssss-02,2,207.7,28,0,0
20ssss8-0ssss-02,2,208.7ssss,30,0,0
20ssss8-0ssss-02,2,209.72,32,0,0
20ssss8-0ssss-02,2,2ssss7.3ssss,47,0,0
20ssss8-0ssss-02,2,2ssss7.82,48,0,0
20ssss8-0ssss-02,2,2ssss9.84,52,0,0
20ssss8-0ssss-02,2,224.4,6ssss,0,0
20ssss8-0ssss-02,2,229.45,7ssss,0,0
20ssss8-0ssss-02,2,230.97,74,0,0
20ssss8-0ssss-02,2,235.02,82,0,0
20ssss8-0ssss-02,2,24ssss.09,94,0,0
20ssss8-0ssss-02,2,252.73,ssssssss7,0,0
20ssss8-0ssss-02,3,ssssssss9.5ssss,4,0,0
20ssss8-0ssss-02,3,ssss20.ssss2,6,0,0
20ssss8-0ssss-02,3,ssss20.43,7,0,0
20ssss8-0ssss-02,3,ssss2ssss.67,ssssssss,0,0
20ssss8-0ssss-02,3,ssss22.9ssss,ssss5,0,0
20ssss8-0ssss-02,3,ssss23.53,ssss7,0,0
20ssss8-0ssss-02,3,ssss24.45,20,0,0
20ssss8-0ssss-02,3,ssss25.07,22,0,0
20ssss8-0ssss-02,3,ssss26.62,27,0,0
20ssss8-0ssss-02,3,ssss26.93,28,0,0
20ssss8-0ssss-02,3,ssss27.55,30,0,0
20ssss8-0ssss-02,3,ssss28.47,33,0,0
20ssss8-0ssss-02,3,ssss29.09,35,0,0
20ssss8-0ssss-02,3,ssss29.4,36,0,0
20ssss8-0ssss-02,3,ssss32.ssss8,45,0,0
20ssss8-0ssss-02,3,ssss34.04,5ssss,0,0
20ssss8-0ssss-02,3,ssss39.29,68,0,0
20ssss8-0ssss-02,3,ssss4ssss.ssss5,74,0,0
20ssss8-0ssss-02,3,ssss43.62,82,0,0
20ssss8-0ssss-02,3,ssss58.ssss6,ssss29,0,0
20ssss8-0ssss-03,ssss,309.7ssss,ssssssss,0,0
20ssss8-0ssss-03,ssss,3ssss9.ssss5,23,0,0
20ssss8-0ssss-03,ssss,329.38,36,0,0
20ssss8-0ssss-03,ssss,334.89,43,0,0
20ssss8-0ssss-03,ssss,340.4,50,0,0
20ssss8-0ssss-03,ssss,349.85,62,0,0
20ssss8-0ssss-03,ssss,352.2ssss,65,0,0
20ssss8-0ssss-03,ssss,355.36,69,0,0
20ssss8-0ssss-03,ssss,364.8,8ssss,0,0
20ssss8-0ssss-03,2,200.ssssssss,ssss3,0,0
20ssss8-0ssss-03,2,20ssss.63,ssss6,0,0
20ssss8-0ssss-03,2,202.64,ssss8,0,0
20ssss8-0ssss-03,2,207.ssss9,27,0,0
20ssss8-0ssss-03,2,209.22,3ssss,0,0
20ssss8-0ssss-03,2,2ssss0.23,33,0,0
20ssss8-0ssss-03,2,2ssssssss.24,35,0,0
20ssss8-0ssss-03,2,2ssssssss.75,36,0,0
20ssss8-0ssss-03,2,2ssss2.25,37,0,0
20ssss8-0ssss-03,2,2ssss5.29,43,0,0
20ssss8-0ssss-03,2,2ssss5.29,43,0,0
20ssss8-0ssss-03,2,2ssss7.3ssss,47,0,0
20ssss8-0ssss-03,2,2ssss9.84,52,0,0
20ssss8-0ssss-03,2,24ssss.09,94,0,0
20ssss8-0ssss-03,2,248.68,ssss09,0,0
20ssss8-0ssss-03,2,260.82,ssss33,0,0
20ssss8-0ssss-03,3,ssss20.74,8,0,0
20ssss8-0ssss-03,3,ssss20.74,8,0,0
20ssss8-0ssss-03,3,ssss20.74,8,0,0
20ssss8-0ssss-03,3,ssss23.83,ssss8,0,0
20ssss8-0ssss-03,3,ssss26.93,28,0,0
20ssss8-0ssss-03,3,ssss27.85,3ssss,0,0
20ssss8-0ssss-03,3,ssss29.4,36,0,0
20ssss8-0ssss-03,3,ssss29.4,36,0,0
20ssss8-0ssss-03,3,ssss29.7ssss,37,0,0
20ssss8-0ssss-03,3,ssss29.7ssss,37,0,0
20ssss8-0ssss-03,3,ssss3ssss.87,44,0,0
20ssss8-0ssss-03,3,ssss35.58,56,0,0
20ssss8-0ssss-03,3,ssss38.37,65,0,0
20ssss8-0ssss-03,3,ssss39.6,69,0,0
20ssss8-0ssss-03,3,ssss40.84,73,0,0
20ssss8-0ssss-03,3,ssss4ssss.46,75,0,0
20ssss8-0ssss-03,3,ssss4ssss.77,76,0,0
20ssss8-0ssss-03,3,ssss43.62,82,0,0
20ssss8-0ssss-03,3,ssss46.4ssss,9ssss,0,0
20ssss8-0ssss-03,3,ssss47.02,93,0,0
20ssss8-0ssss-04,ssss,304.2,4,0,0
20ssss8-0ssss-04,ssss,308.92,ssss0,0,0
20ssss8-0ssss-04,ssss,3ssss8.36,22,0,0
20ssss8-0ssss-04,ssss,322.3,27,0,0
20ssss8-0ssss-04,ssss,33ssss.74,39,0,0
20ssss8-0ssss-04,ssss,333.32,4ssss,0,0
20ssss8-0ssss-04,ssss,34ssss.ssss9,5ssss,0,0
20ssss8-0ssss-04,ssss,356.93,7ssss,0,0
20ssss8-0ssss-04,ssss,372.67,9ssss,0,0
20ssss8-0ssss-04,2,ssss96.57,6,0,0
20ssss8-0ssss-04,2,ssss97.07,7,0,0
20ssss8-0ssss-04,2,ssss98.09,9,0,0
20ssss8-0ssss-04,2,200.6ssss,ssss4,0,0
20ssss8-0ssss-04,2,202.ssss3,ssss7,0,0
20ssss8-0ssss-04,2,202.ssss3,ssss7,0,0
20ssss8-0ssss-04,2,203.ssss4,ssss9,0,0
20ssss8-0ssss-04,2,203.65,20,0,0
20ssss8-0ssss-04,2,206.69,26,0,0
20ssss8-0ssss-04,2,2ssss0.73,34,0,0
20ssss8-0ssss-04,2,2ssss3.26,39,0,0
20ssss8-0ssss-04,2,2ssss5.79,44,0,0
20ssss8-0ssss-04,2,235.02,82,0,0
20ssss8-0ssss-04,2,240.08,92,0,0
20ssss8-0ssss-04,2,242.ssss,96,0,0
20ssss8-0ssss-04,2,273.98,ssss59,0,0
20ssss8-0ssss-04,3,ssss23.83,ssss8,0,0
20ssss8-0ssss-04,3,ssss24.45,20,0,0
20ssss8-0ssss-04,3,ssss25.07,22,0,0
20ssss8-0ssss-04,3,ssss25.69,24,0,0
20ssss8-0ssss-04,3,ssss27.55,30,0,0
20ssss8-0ssss-04,3,ssss27.85,3ssss,0,0
20ssss8-0ssss-04,3,ssss28.47,33,0,0
20ssss8-0ssss-04,3,ssss28.78,34,0,0
20ssss8-0ssss-04,3,ssss30.02,38,0,0
20ssss8-0ssss-04,3,ssss30.95,4ssss,0,0
20ssss8-0ssss-04,3,ssss3ssss.87,44,0,0
20ssss8-0ssss-04,3,ssss32.ssss8,45,0,0
20ssss8-0ssss-04,3,ssss32.8,47,0,0
20ssss8-0ssss-04,3,ssss33.73,50,0,0
20ssss8-0ssss-04,3,ssss34.04,5ssss,0,0
20ssss8-0ssss-04,3,ssss38.68,66,0,0
20ssss8-0ssss-04,3,ssss42.08,77,0,0
20ssss8-0ssss-04,3,ssss47.02,93,0,0
20ssss8-0ssss-04,3,ssss47.33,94,0,0
20ssss8-0ssss-04,3,ssss47.95,96,0,0
20ssss8-0ssss-05,ssss,309.7ssss,ssssssss,0,0
20ssss8-0ssss-05,ssss,3ssssssss.28,ssss3,0,0
20ssss8-0ssss-05,ssss,3ssss2.07,ssss4,0,0
20ssss8-0ssss-05,ssss,322.3,27,0,0
20ssss8-0ssss-05,ssss,33ssss.74,39,0,0
20ssss8-0ssss-05,ssss,334.ssssssss,42,0,0
20ssss8-0ssss-05,ssss,34ssss.ssss9,5ssss,0,0
20ssss8-0ssss-05,ssss,343.55,54,0,0
20ssss8-0ssss-05,ssss,347.49,59,0,0
20ssss8-0ssss-05,ssss,35ssss.42,64,0,0
20ssss8-0ssss-05,ssss,362.44,78,0,0
20ssss8-0ssss-05,2,ssss95.05,3,0,0
20ssss8-0ssss-05,2,ssss97.07,7,0,0
20ssss8-0ssss-05,2,202.64,ssss8,0,0
20ssss8-0ssss-05,2,202.64,ssss8,0,0
20ssss8-0ssss-05,2,204.ssss6,2ssss,0,0
20ssss8-0ssss-05,2,206.ssss8,25,0,0
20ssss8-0ssss-05,2,208.7ssss,30,0,0
20ssss8-0ssss-05,2,2ssss2.25,37,0,0
20ssss8-0ssss-05,2,2ssss2.76,38,0,0
20ssss8-0ssss-05,2,2ssss2.76,38,0,0
20ssss8-0ssss-05,2,2ssss5.79,44,0,0
20ssss8-0ssss-05,2,2ssss6.8ssss,46,0,0
20ssss8-0ssss-05,2,2ssss7.82,48,0,0
20ssss8-0ssss-05,2,226.42,65,0,0
20ssss8-0ssss-05,2,226.93,66,0,0
20ssss8-0ssss-05,2,228.44,69,0,0
20ssss8-0ssss-05,2,229.45,7ssss,0,0
20ssss8-0ssss-05,2,249.69,ssssssssssss,0,0
20ssss8-0ssss-05,3,ssssssss9.5ssss,4,0,0
20ssss8-0ssss-05,3,ssssssss9.82,5,0,0
20ssss8-0ssss-05,3,ssss2ssss.05,9,0,0
20ssss8-0ssss-05,3,ssss23.83,ssss8,0,0
20ssss8-0ssss-05,3,ssss25.07,22,0,0
20ssss8-0ssss-05,3,ssss25.07,22,0,0
20ssss8-0ssss-05,3,ssss26.0,25,0,0
20ssss8-0ssss-05,3,ssss26.3ssss,26,0,0
20ssss8-0ssss-05,3,ssss26.93,28,0,0
20ssss8-0ssss-05,3,ssss27.85,3ssss,0,0
20ssss8-0ssss-05,3,ssss33.73,50,0,0
20ssss8-0ssss-05,3,ssss34.66,53,0,0
20ssss8-0ssss-05,3,ssss34.97,54,0,0
20ssss8-0ssss-05,3,ssss36.82,60,0,0
20ssss8-0ssss-05,3,ssss38.68,66,0,0
20ssss8-0ssss-05,3,ssss4ssss.ssss5,74,0,0
20ssss8-0ssss-05,3,ssss44.55,85,0,0
20ssss8-0ssss-05,3,ssss45.ssss7,87,0,0
20ssss8-0ssss-05,3,ssss6ssss.56,ssss40,0,0
20ssss8-0ssss-05,3,ssss63.ssss,ssss45,0,0
20ssss8-0ssss-06,ssss,380.93,5,ssss,ssss
20ssss8-0ssss-06,ssss,393.7,ssss8,ssss,ssss
20ssss8-0ssss-06,ssss,398.62,23,ssss,ssss
20ssss8-0ssss-06,ssss,399.6,24,ssss,ssss
20ssss8-0ssss-06,ssss,406.48,3ssss,ssss,ssss
20ssss8-0ssss-06,ssss,407.47,32,ssss,ssss
20ssss8-0ssss-06,ssss,42ssss.23,46,ssss,ssss
20ssss8-0ssss-06,ssss,422.2ssss,47,ssss,ssss
20ssss8-0ssss-06,ssss,427.ssss3,52,ssss,ssss
20ssss8-0ssss-06,ssss,433.03,58,ssss,ssss
20ssss8-0ssss-06,ssss,438.92,64,ssss,ssss
20ssss8-0ssss-06,ssss,473.33,99,ssss,ssss
20ssss8-0ssss-06,ssss,478.25,ssss04,ssss,ssss
20ssss8-0ssss-06,2,245.5ssss,6,ssss,ssss
20ssss8-0ssss-06,2,250.57,ssss4,ssss,ssss
20ssss8-0ssss-06,2,25ssss.2,ssss5,ssss,ssss
20ssss8-0ssss-06,2,25ssss.83,ssss6,ssss,ssss
20ssss8-0ssss-06,2,253.73,ssss9,ssss,ssss
20ssss8-0ssss-06,2,256.26,23,ssss,ssss
20ssss8-0ssss-06,2,257.52,25,ssss,ssss
20ssss8-0ssss-06,2,26ssss.94,32,ssss,ssss
20ssss8-0ssss-06,2,267.0,40,ssss,ssss
20ssss8-0ssss-06,2,268.89,43,ssss,ssss
20ssss8-0ssss-06,2,269.53,44,ssss,ssss
20ssss8-0ssss-06,2,276.48,55,ssss,ssss
20ssss8-0ssss-06,2,283.43,66,ssss,ssss
20ssss8-0ssss-06,2,283.43,66,ssss,ssss
20ssss8-0ssss-06,2,289.75,76,ssss,ssss
20ssss8-0ssss-06,2,29ssss.64,79,ssss,ssss
20ssss8-0ssss-06,2,294.8,84,ssss,ssss
20ssss8-0ssss-06,2,309.34,ssss07,ssss,ssss
20ssss8-0ssss-06,2,3ssss9.45,ssss23,ssss,ssss
20ssss8-0ssss-06,2,323.87,ssss30,ssss,ssss
20ssss8-0ssss-06,3,ssss52.35,ssss2,ssss,ssss
20ssss8-0ssss-06,3,ssss52.74,ssss3,ssss,ssss
20ssss8-0ssss-06,3,ssss54.67,ssss8,ssss,ssss
20ssss8-0ssss-06,3,ssss55.06,ssss9,ssss,ssss
20ssss8-0ssss-06,3,ssss56.2ssss,22,ssss,ssss
20ssss8-0ssss-06,3,ssss56.6,23,ssss,ssss
20ssss8-0ssss-06,3,ssss58.92,29,ssss,ssss
20ssss8-0ssss-06,3,ssss59.69,3ssss,ssss,ssss
20ssss8-0ssss-06,3,ssss62.0ssss,37,ssss,ssss
20ssss8-0ssss-06,3,ssss62.0ssss,37,ssss,ssss
20ssss8-0ssss-06,3,ssss62.39,38,ssss,ssss
20ssss8-0ssss-06,3,ssss62.39,38,ssss,ssss
20ssss8-0ssss-06,3,ssss62.39,38,ssss,ssss
20ssss8-0ssss-06,3,ssss68.57,54,ssss,ssss
20ssss8-0ssss-06,3,ssss70.ssss2,58,ssss,ssss
20ssss8-0ssss-06,3,ssss73.2ssss,66,ssss,ssss
20ssss8-0ssss-06,3,ssss76.3,74,ssss,ssss
20ssss8-0ssss-06,3,ssss76.68,75,ssss,ssss
20ssss8-0ssss-06,3,ssss78.6ssss,80,ssss,ssss
20ssss8-0ssss-06,3,ssss95.22,ssss23,ssss,ssss
20ssss8-0ssss-07,ssss,357.6ssss,ssss6,0,ssss
20ssss8-0ssss-07,ssss,358.5,ssss7,0,ssss
20ssss8-0ssss-07,ssss,360.3,ssss9,0,ssss
20ssss8-0ssss-07,ssss,362.09,2ssss,0,ssss
20ssss8-0ssss-07,ssss,366.58,26,0,ssss
20ssss8-0ssss-07,ssss,369.27,29,0,ssss
20ssss8-0ssss-07,ssss,376.45,37,0,ssss
20ssss8-0ssss-07,ssss,380.94,42,0,ssss
20ssss8-0ssss-07,ssss,384.53,46,0,ssss
20ssss8-0ssss-07,ssss,389.0ssss,5ssss,0,ssss
20ssss8-0ssss-07,ssss,404.27,68,0,ssss
20ssss8-0ssss-07,ssss,409.65,74,0,ssss
20ssss8-0ssss-07,ssss,422.22,88,0,ssss
20ssss8-0ssss-07,ssss,43ssss.ssss9,98,0,ssss
20ssss8-0ssss-07,ssss,523.62,20ssss,0,ssss
20ssss8-0ssss-07,2,226.43,ssss0,0,ssss
20ssss8-0ssss-07,2,227.0ssss,ssssssss,0,ssss
20ssss8-0ssss-07,2,229.3ssss,ssss5,0,ssss
20ssss8-0ssss-07,2,229.89,ssss6,0,ssss
20ssss8-0ssss-07,2,233.35,22,0,ssss
20ssss8-0ssss-07,2,233.93,23,0,ssss
20ssss8-0ssss-07,2,234.5ssss,24,0,ssss
20ssss8-0ssss-07,2,238.54,3ssss,0,ssss
20ssss8-0ssss-07,2,239.7,33,0,ssss
20ssss8-0ssss-07,2,239.7,33,0,ssss
20ssss8-0ssss-07,2,244.3ssss,4ssss,0,ssss
20ssss8-0ssss-07,2,244.89,42,0,ssss
20ssss8-0ssss-07,2,248.93,49,0,ssss
20ssss8-0ssss-07,2,249.5,50,0,ssss
20ssss8-0ssss-07,2,250.08,5ssss,0,ssss
20ssss8-0ssss-07,2,254.7,59,0,ssss
20ssss8-0ssss-07,2,257.0,63,0,ssss
20ssss8-0ssss-07,2,265.08,77,0,ssss
20ssss8-0ssss-07,2,266.8ssss,80,0,ssss
20ssss8-0ssss-07,2,272.0,89,0,ssss
20ssss8-0ssss-07,3,ssss35.55,2,0,ssss
20ssss8-0ssss-07,3,ssss36.96,6,0,ssss
20ssss8-0ssss-07,3,ssss39.08,ssss2,0,ssss
20ssss8-0ssss-07,3,ssss39.08,ssss2,0,ssss
20ssss8-0ssss-07,3,ssss4ssss.55,ssss9,0,ssss
20ssss8-0ssss-07,3,ssss4ssss.9,20,0,ssss
20ssss8-0ssss-07,3,ssss43.3ssss,24,0,ssss
20ssss8-0ssss-07,3,ssss44.0ssss,26,0,ssss
20ssss8-0ssss-07,3,ssss44.37,27,0,ssss
20ssss8-0ssss-07,3,ssss44.72,28,0,ssss
20ssss8-0ssss-07,3,ssss46.83,34,0,ssss
20ssss8-0ssss-07,3,ssss5ssss.06,46,0,ssss
20ssss8-0ssss-07,3,ssss53.88,54,0,ssss
20ssss8-0ssss-07,3,ssss54.24,55,0,ssss
20ssss8-0ssss-07,3,ssss55.3,58,0,ssss
20ssss8-0ssss-07,3,ssss6ssss.29,75,0,ssss
20ssss8-0ssss-07,3,ssss62.7,79,0,ssss
20ssss8-0ssss-07,3,ssss67.63,93,0,ssss
20ssss8-0ssss-07,3,ssss73.98,ssssssssssss,0,ssss
20ssss8-0ssss-07,3,ssss87.02,ssss48,0,ssss
20ssss8-0ssss-08,ssss,308.ssss3,9,0,0
20ssss8-0ssss-08,ssss,308.92,ssss0,0,0
20ssss8-0ssss-08,ssss,3ssss9.94,24,0,0
20ssss8-0ssss-08,ssss,323.87,29,0,0
20ssss8-0ssss-08,ssss,330.96,38,0,0
20ssss8-0ssss-08,ssss,339.6ssss,49,0,0
20ssss8-0ssss-08,ssss,340.4,50,0,0
20ssss8-0ssss-08,ssss,37ssss.88,90,0,0
20ssss8-0ssss-08,2,ssss97.58,8,0,0
20ssss8-0ssss-08,2,200.ssssssss,ssss3,0,0
20ssss8-0ssss-08,2,204.ssss6,2ssss,0,0
20ssss8-0ssss-08,2,206.ssss8,25,0,0
20ssss8-0ssss-08,2,207.ssss9,27,0,0
20ssss8-0ssss-08,2,2ssss3.26,39,0,0
20ssss8-0ssss-08,2,2ssss3.77,40,0,0
20ssss8-0ssss-08,2,2ssss4.28,4ssss,0,0
20ssss8-0ssss-08,2,2ssss6.3,45,0,0
20ssss8-0ssss-08,2,220.85,54,0,0
20ssss8-0ssss-08,2,22ssss.36,55,0,0
20ssss8-0ssss-08,2,222.37,57,0,0
20ssss8-0ssss-08,2,228.95,70,0,0
20ssss8-0ssss-08,3,ssssssss9.2,3,0,0
20ssss8-0ssss-08,3,ssss23.53,ssss7,0,0
20ssss8-0ssss-08,3,ssss23.83,ssss8,0,0
20ssss8-0ssss-08,3,ssss25.07,22,0,0
20ssss8-0ssss-08,3,ssss25.69,24,0,0
20ssss8-0ssss-08,3,ssss27.24,29,0,0
20ssss8-0ssss-08,3,ssss27.85,3ssss,0,0
20ssss8-0ssss-08,3,ssss29.7ssss,37,0,0
20ssss8-0ssss-08,3,ssss30.33,39,0,0
20ssss8-0ssss-08,3,ssss30.64,40,0,0
20ssss8-0ssss-08,3,ssss30.64,40,0,0
20ssss8-0ssss-08,3,ssss30.95,4ssss,0,0
20ssss8-0ssss-08,3,ssss32.49,46,0,0
20ssss8-0ssss-08,3,ssss32.8,47,0,0
20ssss8-0ssss-08,3,ssss35.58,56,0,0
20ssss8-0ssss-08,3,ssss36.2,58,0,0
20ssss8-0ssss-08,3,ssss37.ssss3,6ssss,0,0
20ssss8-0ssss-08,3,ssss40.84,73,0,0
20ssss8-0ssss-08,3,ssss42.08,77,0,0
20ssss8-0ssss-08,3,ssss45.ssss7,87,0,0
20ssss8-0ssss-09,ssss,3ssss2.07,ssss4,0,0
20ssss8-0ssss-09,ssss,3ssss3.64,ssss6,0,0
20ssss8-0ssss-09,ssss,322.3,27,0,0
20ssss8-0ssss-09,ssss,326.23,32,0,0
20ssss8-0ssss-09,ssss,330.ssss7,37,0,0
20ssss8-0ssss-09,ssss,34ssss.ssss9,5ssss,0,0
20ssss8-0ssss-09,ssss,347.49,59,0,0
20ssss8-0ssss-09,ssss,360.87,76,0,0
20ssss8-0ssss-09,ssss,363.23,79,0,0
20ssss8-0ssss-09,2,ssss93.53,0,0,0
20ssss8-0ssss-09,2,ssss97.58,8,0,0
20ssss8-0ssss-09,2,ssss98.59,ssss0,0,0
20ssss8-0ssss-09,2,ssss99.ssss,ssssssss,0,0
20ssss8-0ssss-09,2,20ssss.63,ssss6,0,0
20ssss8-0ssss-09,2,207.7,28,0,0
20ssss8-0ssss-09,2,208.7ssss,30,0,0
20ssss8-0ssss-09,2,2ssss2.25,37,0,0
20ssss8-0ssss-09,2,2ssss3.26,39,0,0
20ssss8-0ssss-09,2,2ssss4.28,4ssss,0,0
20ssss8-0ssss-09,2,220.35,53,0,0
20ssss8-0ssss-09,2,220.85,54,0,0
20ssss8-0ssss-09,2,22ssss.87,56,0,0
20ssss8-0ssss-09,2,228.95,70,0,0
20ssss8-0ssss-09,2,245.65,ssss03,0,0
20ssss8-0ssss-09,2,266.9,ssss45,0,0
20ssss8-0ssss-09,3,ssssssss9.82,5,0,0
20ssss8-0ssss-09,3,ssss20.ssss2,6,0,0
20ssss8-0ssss-09,3,ssss2ssss.67,ssssssss,0,0
20ssss8-0ssss-09,3,ssss23.53,ssss7,0,0
20ssss8-0ssss-09,3,ssss23.53,ssss7,0,0
20ssss8-0ssss-09,3,ssss23.83,ssss8,0,0
20ssss8-0ssss-09,3,ssss23.83,ssss8,0,0
20ssss8-0ssss-09,3,ssss24.45,20,0,0
20ssss8-0ssss-09,3,ssss24.76,2ssss,0,0
20ssss8-0ssss-09,3,ssss26.93,28,0,0
20ssss8-0ssss-09,3,ssss28.ssss6,32,0,0
20ssss8-0ssss-09,3,ssss29.09,35,0,0
20ssss8-0ssss-09,3,ssss29.09,35,0,0
20ssss8-0ssss-09,3,ssss3ssss.87,44,0,0
20ssss8-0ssss-09,3,ssss32.49,46,0,0
20ssss8-0ssss-09,3,ssss34.97,54,0,0
20ssss8-0ssss-09,3,ssss35.89,57,0,0
20ssss8-0ssss-09,3,ssss42.7,79,0,0
20ssss8-0ssss-09,3,ssss6ssss.25,ssss39,0,0
20ssss8-0ssss-09,3,ssss62.ssss8,ssss42,0,0
20ssss8-0ssss-ssss0,ssss,308.92,ssss0,0,0
20ssss8-0ssss-ssss0,ssss,309.7ssss,ssssssss,0,0
20ssss8-0ssss-ssss0,ssss,3ssssssss.28,ssss3,0,0
20ssss8-0ssss-ssss0,ssss,326.23,32,0,0
20ssss8-0ssss-ssss0,ssss,33ssss.74,39,0,0
20ssss8-0ssss-ssss0,ssss,364.8,8ssss,0,0
20ssss8-0ssss-ssss0,ssss,365.59,82,0,0
20ssss8-0ssss-ssss0,ssss,380.54,ssss0ssss,0,0
20ssss8-0ssss-ssss0,ssss,446.65,ssss85,0,0
20ssss8-0ssss-ssss0,2,ssss97.58,8,0,0
20ssss8-0ssss-ssss0,2,200.ssssssss,ssss3,0,0
20ssss8-0ssss-ssss0,2,200.ssssssss,ssss3,0,0
20ssss8-0ssss-ssss0,2,203.65,20,0,0
20ssss8-0ssss-ssss0,2,207.ssss9,27,0,0
20ssss8-0ssss-ssss0,2,209.22,3ssss,0,0
20ssss8-0ssss-ssss0,2,2ssss0.23,33,0,0
20ssss8-0ssss-ssss0,2,2ssss9.34,5ssss,0,0
20ssss8-0ssss-ssss0,2,220.85,54,0,0
20ssss8-0ssss-ssss0,2,220.85,54,0,0
20ssss8-0ssss-ssss0,2,224.4,6ssss,0,0
20ssss8-0ssss-ssss0,2,239.57,9ssss,0,0
20ssss8-0ssss-ssss0,2,242.ssss,96,0,0
20ssss8-0ssss-ssss0,2,243.ssss2,98,0,0
20ssss8-0ssss-ssss0,2,248.68,ssss09,0,0
20ssss8-0ssss-ssss0,3,ssssssss9.5ssss,4,0,0
